"id","addr","title","url","overview","price","paytype","agent","loc_1","loc_2","loc_3","time","desc"
"http://bj.58.com/zufang/19279021212423x.shtml","朝内南小街竹杆胡同8号楼3单元B03  
                            	","环境安静,银河SOHO附近,精装修家电齐全,中介勿扰(个人) ","http://bj.58.com/zufang/19279021212423x.shtml","2室__1厅__1卫__76㎡__普通住宅__精装修__朝向北__-1层/6层","5800","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","东城","朝阳门",NA,"2014-09-24","我是房东，我家房子是精巧的两居室， 配有基础的家具、电器。精致装修，温馨周到，低楼层，方便家中的老人和小孩，出入更放心！希望我的房子能给你家的感觉，也希望你像我一样爱惜它！"
"http://bj.58.com/zufang/18582217329537x.shtml","安立路与科荟路交叉口西南角  
                            	","出租亚运村慧忠北里一社区415楼一居室65平米(个人) ","http://bj.58.com/zufang/18582217329537x.shtml","1室__1厅__1卫__65㎡__普通住宅__中等装修__朝向东南__12层/25层","4000","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","朝阳","亚运村","慧忠北里","2014-09-24","手机照的照片，米黄色地砖，东南朝向，双层塑钢窗真空玻璃，保温隔音。空调冰箱电视洗衣机沙发床等等齐全，干净，通风好。面积大，适合一家人住。真实照片。整体厨房新做的。希望租个爱惜房子的，正常上班的。夜班合租不租。"
"http://bj.58.com/zufang/16183937912578x.shtml","宋庄  
                            	","通州周边六合新村 2室1厅92平米 中等装修 面议(个人) ","http://bj.58.com/zufang/16183937912578x.shtml","2室__1厅__1卫__92㎡__普通住宅__中等装修__朝向南北__7层/12层","2000","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","通州周边",NA,"2014-09-24","我是房东，我的房子在六合新村，生活氛围很浓，附近有饭店，超市，日常所需就在身边。"
"http://bj.58.com/zufang/19253832544513x.shtml","朝阳区百子湾路32号  
                            	","国贸CBD双井东三环苹果社区个人公寓出租(个人) ","http://bj.58.com/zufang/19253832544513x.shtml","1室__1厅__1卫__60㎡__公寓__精装修__朝向南__8层/20层","6100","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","朝阳","百子湾","苹果社区","2014-09-24","我是房东，我的房子在苹果社区北区，正南向，阳光充沛。中间楼层，精致公寓。2012年重新装修过一次，家具家电都换新，约60平米，每月送4次免费的保洁，非常适合在CBD附近上班的单身白领居住，小情侣也是不错的选择。"
"http://bj.58.com/zufang/19356006297990x.shtml","孙村中学旁  
                            	","南六环中轴路旁全明新房出租(个人) ","http://bj.58.com/zufang/19356006297990x.shtml","1室__1厅__1卫__55㎡__普通住宅__精装修__朝向南__11层/12层","1500","　半年付","这是经过人工审核认证的房源，100%个人出租，真实待租。","大兴","海子角",NA,"2014-09-24","我是房东，我的房子在蓝桥驿苑，生活氛围很浓，附近有饭店，超市，日常所需就在身边。"
"http://bj.58.com/zufang/19378165064072x.shtml","床 ","南北通透2居 家电齐全 拎包入住(整租)(个人) ","http://bj.58.com/zufang/19378165064072x.shtml","2室__1厅__1卫__89㎡__普通住宅__中等装修__朝向南北__2层/6层","3600","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。",NA,NA,NA,"2014-09-24","联系我时，请说是在58同城上看到的，谢谢！"
"http://bj.58.com/zufang/19374484814474x.shtml","
                                ","门头沟冯村新园小区 整租 1室 1400元(个人) ","http://bj.58.com/zufang/19374484814474x.shtml","1室","1400","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","门头沟","永定",NA,"2014-09-24","门头沟冯村新园小区 整租 1室 1400元——————此信息来自手机发布"
"http://bj.58.com/zufang/19322645866248x.shtml","昌平政府街三角地  
                            	","政府街西关御路园出租(个人) ","http://bj.58.com/zufang/19322645866248x.shtml","2室__1厅__1卫__88㎡__普通住宅__简单装修__朝向南北__3层/6层","面议","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","昌平","昌平县城","御路园","2014-09-24","我是房东，我的房子在御路园，交通非常便利，有昌平11路，昌平22路，昌平30路，昌平59路，314路公交线路经过。生活氛围很浓，附近有金红果农庄，未了情鲜花礼品销售中心，中北综合市场，银行，学校，娱乐场所，日常所需就在身边。"
"http://bj.58.com/zufang/19132657169543x.shtml","兴都苑  
                            	","纯个人的房子,首次出租,便宜可以年付,包暖气费物业(集中供暖(个人) ","http://bj.58.com/zufang/19132657169543x.shtml","2室__1厅__1卫__80㎡__普通住宅__精装修__朝向南__4层/6层","3500","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","大兴","西红门",NA,"2014-09-24","房子是纯个人，中介勿扰，地理位置非常棒，安静，购物、出行都非常方便。有意者请与我联系。门口就是小三路、23路公交车，离381车站50米，离地铁4站。门口有麦德国际幼儿园，第二实验小学等。"
"http://bj.58.com/zufang/19323140039558x.shtml","随时","全新住房,距地铁15号线仅十分钟,低价出租(个人) ","http://bj.58.com/zufang/19323140039558x.shtml","1室__0厅__1卫__38㎡__商住两用__精装修__朝向北__6层/8层","1500","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","顺义","后沙峪",NA,"2014-09-24","全新住房，随时入住，可自住可办公，小区环境好，配套设施完善，望京地铁15号线直达。"
"http://bj.58.com/zufang/19400607291781x.shtml","随时","大瓦窑丰泽家园精装朝南一居整套出租(拎包入住)中介勿扰(个人) ","http://bj.58.com/zufang/19400607291781x.shtml","1室__1厅__1卫__55㎡__普通住宅__精装修__朝向南北__13层/28层","2500","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","丰台","卢沟桥",NA,"2014-09-24","我是房东，我家房子是精装的一居室， 南北通透，空气流通，阳光充足。家具家电齐全。精致装修，温馨周到，中间楼层，您能比楼上的住户更亲近风景，比楼下的邻居更感惬意！希望我的房子能给你家的感觉，也希望你像我一样爱惜它！"
"http://bj.58.com/zufang/19168763866117x.shtml","丽景馨居  
                            	","朝阳区甘露园南里三区丽景馨居1室1厅1卫整租(个人) ","http://bj.58.com/zufang/19168763866117x.shtml","1室__1厅__1卫__64㎡__普通住宅__简单装修__朝向东__15层/22层","3700","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","朝阳","甘露园",NA,"2014-09-24","联系我时，请说是在58同城上看到的，谢谢！"
"http://bj.58.com/zufang/19278983237384x.shtml","海淀林业大学北路9号院  
                            	","个人出租林大北路精装大两居(近圣熙八号),首租,家电齐全(个人) ","http://bj.58.com/zufang/19278983237384x.shtml","2室__1厅__1卫__70㎡__普通住宅__精装修__朝向南北__1层/6层","4650","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","海淀","学院路","林大北路9号院","2014-09-24","联系我时，请说是在58同城上看到的，谢谢！"
"http://bj.58.com/zufang/19301341332103x.shtml","随时","北京市门头沟区木城涧矿西灰地3号楼1单元(个人) ","http://bj.58.com/zufang/19301341332103x.shtml","2室__1厅__1卫__60㎡__普通住宅__简单装修__朝向南北__5层/6层","500","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","门头沟","永定",NA,"2014-09-24","该房屋位于北京市门头沟区木城涧矿西灰地 3号楼1单元 5层"
"http://bj.58.com/zufang/19242058634506x.shtml","栗园庄惠润嘉园十地块7号楼  
                            	","莲石路上两室一厅南北通透(个人) ","http://bj.58.com/zufang/19242058634506x.shtml","2室__1厅__1卫__85㎡__普通住宅__简单装修__朝向南北__12层/14层","2600","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","门头沟","永定",NA,"2014-09-24","890栗园庄站、977栗园庄站、965栗园庄站、981上园路南口下车即到；"
"http://bj.58.com/zufang/19395831318153x.shtml","青年路88号小悦中心  
                            	","低价朝青板块小悦中心精装LOFT白领公寓拎包入住可注册办公(个人) ","http://bj.58.com/zufang/19395831318153x.shtml","1室__1厅__2卫__38㎡__公寓__精装修__朝向东__11层/12层","5000","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","朝阳","朝青板块",NA,"2014-09-24","​交通便利，地铁六号线旁，多路公交车四通八达；"
"http://bj.58.com/zufang/19400642783498x.shtml","通州北京市通州区\永顺镇滨河小区  
                            	","出租西门 .八里桥旁边三层两居-价钱面议(个人) ","http://bj.58.com/zufang/19400642783498x.shtml","2室__2厅__1卫__93㎡__普通住宅__简单装修__朝向南北__3层/6层","2400","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","永顺","通州滨河小区","2014-09-24","干净-有家具随时可来 看房。紧邻西门、八里桥、二六三医院"
"http://bj.58.com/zufang/19353373176454x.shtml","
                                ","七一宿舍 2室1厅1卫(个人) ","http://bj.58.com/zufang/19353373176454x.shtml","2室__1厅__1卫__86㎡","2300","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","昌平","昌平县城",NA,"2014-09-24","交通便利，家具家电齐全，整洁卫生，绝对超值！喜欢的朋友联系我吧！可免物业，取暖！"
"http://bj.58.com/zufang/19400657341962x.shtml","轻轨大学城站  
                            	","城铁学区新房出租(个人) ","http://bj.58.com/zufang/19400657341962x.shtml","2室__1厅__1卫__85㎡__普通住宅__精装修__朝向南北__4层/16层","2500","　年付","这是经过人工审核认证的房源，100%个人出租，真实待租。","房山","长阳",NA,"2014-09-24","中介勿扰，拒绝群租。"
"http://bj.58.com/zufang/19268061964806x.shtml","6号线草房站上盖  
                            	","自家房屋出租(免中介费),地铁6号线草房上盖,两居室跃层(个人) ","http://bj.58.com/zufang/19268061964806x.shtml","2室__1厅__2卫__120㎡__商住两用__精装修__朝向南北__5层/9层","4800","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","朝阳","常营",NA,"2014-09-24","联系我时，请说是在58同城上看到的，谢谢！"
"http://bj.58.com/zufang/19088220707337x.shtml","牛栏山镇禾丰村  
                            	","邻近耿丹大学 牛栏山第一中学 平房单间 独立卫生间 拎包入住(个人) ","http://bj.58.com/zufang/19088220707337x.shtml","1室__0厅__1卫__15㎡__平房__中等装修__朝向南北__1层/1层","300","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","顺义","顺义城区",NA,"2014-09-24","配有空调 有线 宽带 独立卫生间环境干净整洁"
"http://bj.58.com/zufang/18879794110727x.shtml","
                                ","非诚勿扰！惠润家园 2室一厅(个人) ","http://bj.58.com/zufang/18879794110727x.shtml","2室__1厅__1卫__83㎡","1800","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","门头沟","永定",NA,"2014-09-24","新房简装，家电齐全，交通方便。"
"http://bj.58.com/zufang/19157310070279x.shtml","人大西门  
                            	","海淀苏州街万泉河人大西门两室一厅房主直租(免中介)(个人) ","http://bj.58.com/zufang/19157310070279x.shtml","2室__1厅__60㎡__普通住宅__精装修__朝向西南__1层/6层","5300","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","海淀","苏州街",NA,"2014-09-24","1.房子距离地铁苏州街站步行5分钟，公交也很多，交通便利；"
"http://bj.58.com/zufang/19357186290179x.shtml","门头沟双峪环岛  
                            	","熙旺中心精装修1室 47M(个人) ","http://bj.58.com/zufang/19357186290179x.shtml","1室__1厅__1卫__47㎡__商住两用__精装修__朝向东北__19层/25层","2500","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","门头沟","大峪","熙旺中心","2014-09-24","联系我时，请说是在58同城上看到的，谢谢！"
"http://bj.58.com/zufang/19400357406857x.shtml","大兴区庞各庄隆盛园东区  
                            	","隆盛园东区 2室2厅1卫(个人) ","http://bj.58.com/zufang/19400357406857x.shtml","2室__2厅__1卫__102__㎡","1700","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","大兴","庞各庄",NA,"2014-09-24","包暖气物业，有线电视费，房屋干净整洁，采光很好通透，家电齐全。"
"http://bj.58.com/zufang/19063739931528x.shtml","首开熙兆嘉园  
                            	","距地铁站30米家具家电齐全拎包入住年付优惠(个人) ","http://bj.58.com/zufang/19063739931528x.shtml","2室__1厅__1卫__74㎡__普通住宅__精装修__朝向南北__14层/21层","2500","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","房山","长阳",NA,"2014-09-24","我是房东，我的房子在首开熙兆嘉园，"
"http://bj.58.com/zufang/19369625605763x.shtml","朝阳长虹桥东600米农展馆南路往南  
                            	","【团结湖一居】随时入住 个人转租~(个人) ","http://bj.58.com/zufang/19369625605763x.shtml","1室__1厅__1卫__45㎡__普通住宅__精装修__朝向南__14层/18层","3800","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","朝阳","团结湖",NA,"2014-09-24","本人于今年6月份在团结湖北三条租了一个一居室，现因工作单位调动，将此房出租。 房子情况： 位置： 团结湖北三条社区，成熟社区，吃喝玩乐方便。楼下京客隆，菜市场什么的都特别方便。距离公交团结湖站步行2分钟，团结湖北里站5分钟步行。距离地铁10号线团结湖站步行10分钟不到。交通可谓四通八达啊！ 晚上没事的时候可以去三里屯或蓝色港湾玩~！ 房屋情况： 一居室，大概40平。卧室很大。有个小厅，可以再买张小床~。厨房卫生间都很干净，我跟我妈刚收拾过。可拎包入住哈~！ 双电梯，14层。楼下传达室帮忙收发快递，很方便嗒~！ 房租： 整租3800。要求半年付（房东是这么要求的）。 入住时间： 随时。 由于我跟房东签了两年的合同，现在刚刚住了半年多，还剩一年多的租期。租期到2016年1月15日。希望租户可以直接住到那时候。合同要跟我签。保证是原价转租，可以给你看我跟房东签的合同。不能接受者勿扰！"
"http://bj.58.com/zufang/19400373833864x.shtml","石景山石景山区高井西五里坨地区与门头...  
                            	","天翠·阳光新城 1室1厅(个人) ","http://bj.58.com/zufang/19400373833864x.shtml","1室__1厅__1卫__63㎡","1900","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","石景山","五里坨",NA,"2014-09-24","精装修，新房，不带家电，家具。"
"http://bj.58.com/zufang/19262476748549x.shtml","随时","房主直租昌平城区五街新世纪小叶栗子附近公寓450元(个人) ","http://bj.58.com/zufang/19262476748549x.shtml","1室__0厅__1卫__16㎡__普通住宅__3层/4层","450","　押一付一","这是经过人工审核认证的房源，100%个人出租，真实待租。",NA,NA,NA,"2014-09-24","租房"
"http://bj.58.com/zufang/19367290569226x.shtml","10月1日后","房山储榆树小区 两居出租(个人) ","http://bj.58.com/zufang/19367290569226x.shtml","2室__1厅__1卫__80㎡__普通住宅__5层/6层","面议","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","房山","房山城关",NA,"2014-09-24","我是房东，我家房子是精巧的两居室， 配有基础的家具、电器。优质楼层，更安宁，更清净！希望我的房子能给你家的感觉，也希望你像我一样爱惜它！"
"http://bj.58.com/zufang/19400382427653x.shtml","南辛街  
                            	","新盖平房 干净安静 紧邻二小 二中 妇幼 交通便利(个人) ","http://bj.58.com/zufang/19400382427653x.shtml","1室__1卫__45㎡__平房__简单装修__朝向东__1层/1层","600","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","平谷","平谷城区",NA,"2014-09-24","新盖平房 干净安静 紧邻二小 二中 妇幼 交通便利 套间一室一卫 内设空调 热水器 孩子在二小上学的租客优先"
"http://bj.58.com/zufang/19124597498247x.shtml","天翠阳光新城C区  
                            	","石景山五里坨天翠阳光新城 拎包入住 随时看房(个人) ","http://bj.58.com/zufang/19124597498247x.shtml","2室__1厅__1卫__80㎡__普通住宅__中等装修__朝向南北__16层/16层","2300","　年付","这是经过人工审核认证的房源，100%个人出租，真实待租。","石景山","五里坨",NA,"2014-09-24",""
"http://bj.58.com/zufang/18836802914562x.shtml","
                                ","通州张家湾大辛庄 4室(个人) ","http://bj.58.com/zufang/18836802914562x.shtml","3室__1厅__2卫__80㎡","1000","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","张家湾",NA,"2014-09-24","独门独院四间新房还没有人住过里外全新"
"http://bj.58.com/zufang/19320074368264x.shtml","
                                ","上营新村 1室1厅1卫(个人) ","http://bj.58.com/zufang/19320074368264x.shtml","1室__1厅__1卫__40㎡","1800","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","东关",NA,"2014-09-24","交通便捷 有809、806、552、317路公交车 各种设备齐全 附近有超市、饭店等"
"http://bj.58.com/zufang/19316990430849x.shtml","
                                ","荣京丽都 整租 1室 3000元(个人) ","http://bj.58.com/zufang/19316990430849x.shtml","1室","3000","无","这是经过人工审核认证的房源，100%个人出租，真实待租。","大兴","亦庄",NA,"2014-09-24","荣京丽都 整租 1室 3000元——————此信息来自手机发布"
"http://bj.58.com/zufang/19400398714882x.shtml","香雪兰溪  
                            	","香雪兰溪精装修小三居出租(个人) ","http://bj.58.com/zufang/19400398714882x.shtml","3室__1厅__1卫__89㎡__普通住宅__中等装修__朝向南北__3层/21层","2700","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","马驹桥",NA,"2014-09-24","我是房东，我家房子是紧凑的三居室， 南北通透，空气流通，阳光充足。配有基础的家具、电器。中等装修，你可以拎包入住，低楼层，更实惠，生活更便捷！"
"http://bj.58.com/zufang/19400414419334x.shtml","通州潞苑南大街  
                            	","中介勿扰,干净舒适(个人) ","http://bj.58.com/zufang/19400414419334x.shtml","2室__1厅__1卫__89.17㎡__普通住宅__简单装修__朝向南北__20层/21层","2200","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","北关",NA,"2014-09-24","我是房东，我的房子在东亚逸品格，生活氛围很浓，附近有饭店，超市，日常所需就在身边。"
"http://bj.58.com/zufang/17184325677322x.shtml","中铁花溪渡  
                            	","马坡顺义区马坡花 3室2厅130平米 押一付三(个人) ","http://bj.58.com/zufang/17184325677322x.shtml","3室__2厅__2卫__130㎡__普通住宅__1层/9层","面议","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","顺义","马坡",NA,"2014-09-24","小区是精装房，为一层带花园。花园面积约50平，可作为商业用途（水站，超市，美容院等），小区环境优美，居住人员素质较高。"
"http://bj.58.com/zufang/19234793953667x.shtml","崇文门外大街新世界商场二期西侧100米  
                            	","个人出租,中介勿扰(个人) ","http://bj.58.com/zufang/19234793953667x.shtml","1室__1厅__1卫__55㎡__普通住宅__中等装修__朝向南__5层/6层","4499","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","崇文","崇文门","都市馨园","2014-09-24","我是房东，我的房子在都市馨园，交通非常便利，距离5号线磁器口站约640米，有110路，23路，57路，715路，110路公交线路经过。生活氛围很浓，附近有新辣道梭边鱼(崇文门店)，新世界商场，银行，医院，学校，娱乐场所，日常所需就在身边。"
"http://bj.58.com/zufang/19389934300935x.shtml","管庄村里边  
                            	","管庄里边干净公寓出租(个人) ","http://bj.58.com/zufang/19389934300935x.shtml","1室__1厅__1卫__17㎡__公寓__精装修__朝向东__2层/4层","600","　押一付一","这是经过人工审核认证的房源，100%个人出租，真实待租。","朝阳","管庄",NA,"2014-09-24",""
"http://bj.58.com/zufang/19343145673865x.shtml","海淀海淀街道苏州桥西社区  
                            	","个人出租苏州桥小南庄半地下整套一居室(个人) ","http://bj.58.com/zufang/19343145673865x.shtml","1室__1厅__1卫__53㎡__普通住宅__精装修__朝向南北__-1层/6层","3000","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","海淀","苏州桥","小南庄","2014-09-24","联系我时，请说是在58同城上看到的，谢谢！"
"http://bj.58.com/zufang/19400178208521x.shtml","十八里店南桥 吕营嘉园A区北侧  
                            	","十八里店南桥 吕营嘉园A区北侧 门脸房出租(个人) ","http://bj.58.com/zufang/19400178208521x.shtml","1室__1厅__1卫__100㎡__商住两用__简单装修__朝向东__1层/2层","6000","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","朝阳","十八里店",NA,"2014-09-24",""
"http://bj.58.com/zufang/19387021486601x.shtml","大马庄  
                            	","梨园地铁附近精装修两室一厅(个人) ","http://bj.58.com/zufang/19387021486601x.shtml","2室__1厅__1卫__90㎡__普通住宅__精装修__朝向南__7层/12层","4000","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","梨园",NA,"2014-09-24","我是房东，我家房子是舒适大两居， 正南向，阳光充沛。配有基础的家具、电器。精致装修，温馨周到，中间楼层，您能比楼上的住户更亲近风景，比楼下的邻居更感惬意！希望我的房子能给你家的感觉，也希望你像我一样爱惜它！"
"http://bj.58.com/zufang/19340128536707x.shtml","石景山古城地铁口以北100米  
                            	","古城南路 2室0厅1卫(个人) ","http://bj.58.com/zufang/19340128536707x.shtml","2室__0厅__1卫__45㎡__普通住宅__精装修__2层/5层","3000","　年付","这是经过人工审核认证的房源，100%个人出租，真实待租。","石景山","古城",NA,"2014-09-24","地处古城地铁站步行3分钟可到达新装修空调冰箱电视热水器电扇洗脸洗碗都有热水免交取暖费物业费最理想的是2层出小区就是物美超市买菜5分钟逛公园10分钟机顶盒设有wifi免装路由器有孩子的可以考虑上学古二小是石景山重点小学中介合租勿扰谢谢租户需租一年以上含一年"
"http://bj.58.com/zufang/18779760635400x.shtml","通州区潞苑南大街185号  
                            	","新房,第一次租住,干净通透(个人)(个人) ","http://bj.58.com/zufang/18779760635400x.shtml","2室__1厅__1卫__90㎡__普通住宅__中等装修__朝向南北__5层/6层","2000","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","永顺","新潮嘉园","2014-09-24","联系我时，请说是在58同城上看到的，谢谢！"
"http://bj.58.com/zufang/16920907579266x.shtml","9月30日后","房山区燕山迎风一里 2室1厅58平米(个人) ","http://bj.58.com/zufang/16920907579266x.shtml","2室__1厅__1卫__58㎡__普通住宅__中等装修__朝向南北__5层/5层","1000","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","房山","燕山",NA,"2014-09-24","该租房特点：1.房屋干净明亮，南北通透2.家具，家电全新配备3.水，电，暖，气，宽带，具全，包物业取暖费4.寻长期租户，短租勿扰5.省去你经常搬家的烦恼，机会难得，不容错过"
"http://bj.58.com/zufang/19234366419210x.shtml","随时","整租:大汤山双兴苑小区二室二厅94m2精装(个人) ","http://bj.58.com/zufang/19234366419210x.shtml","2室__2厅__1卫__94㎡__普通住宅__精装修__朝向南北__3层/6层","1800","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","昌平","小汤山",NA,"2014-09-24","联系我时，请说是在58同城上看到的，谢谢！"
"http://bj.58.com/zufang/19352620160518x.shtml","科创十三街与经海路交叉口  
                            	","亦庄地铁旁精装1居房东直租(随时拎包入住)(个人) ","http://bj.58.com/zufang/19352620160518x.shtml","1室__1厅__1卫__60㎡__商住两用__精装修__朝向东南__10层/18层","2600","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","大兴","亦庄",NA,"2014-09-24","1、房屋情况介绍"
"http://bj.58.com/zufang/19200347959169x.shtml","后堰上村  
                            	","450平米整院出租(个人) ","http://bj.58.com/zufang/19200347959169x.shtml","9室__2厅__1卫__450㎡__普通住宅__简单装修__朝向北__1层/1层","面议","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","马驹桥",NA,"2014-09-24","联系我时，请说是在58同城上看到的，谢谢！"
"http://bj.58.com/zufang/19152038591874x.shtml","杨庄路口西100米  
                            	","通州北苑自己家用住房个人低价出租免中介费(个人) ","http://bj.58.com/zufang/19152038591874x.shtml","2室__1厅__1卫__75㎡__普通住宅__中等装修__朝向南北__1层/6层","2800","　押一付三","这是经过人工审核认证的房源，100%个人出租，真实待租。","通州","通州北苑",NA,"2014-09-24","再来说说这套房子，一直是自住的，"
